Chemical_Substance,HF298 (kJ/mol),Uncertainty (kJ/mol),Coefficient_1 (High-temperature; T in Kelvin),Coefficient_2 (High-temperature; T in Kelvin),Coefficient_3 (High-temperature; T in Kelvin),Coefficient_4 (High-temperature; T in Kelvin),Coefficient_5 (High-temperature; T in Kelvin),Coefficient_6 (High-temperature; T in Kelvin),Coefficient_7 (High-temperature; T in Kelvin),Coefficient_1 (Low-temperature; T in Kelvin),Coefficient_2 (Low-temperature; T in Kelvin),Coefficient_3 (Low-temperature; T in Kelvin),Coefficient_4 (Low-temperature; T in Kelvin),Coefficient_5 (Low-temperature; T in Kelvin),Coefficient_6 (Low-temperature; T in Kelvin),Coefficient_7 (Low-temperature; T in Kelvin),Reference_Code,References,References_for_Additional_Information
K2O,-74.09,NaN,6.85373450E+00,1.20610755E-04,-3.58446400E-08,4.41811547E-12,-1.85943403E-16,-1.10138636E+04,-4.75445780E+00,4.46818995E+00,1.27465910E-02,-2.62629170E-05,2.45126610E-08,-8.52179219E-12,-1.06216912E+04,6.17284336E+00,T,NASA (GLEN) DATABASE ORIGINATING FROM GURVICH 1982 .,No Additional Information Provided
K2O2,-191.566,NaN,9.31212268E+00,7.27176294E-04,-2.92192682E-07,5.09662863E-11,-3.22456333E-15,-2.60045018E+04,-1.67867684E+01,3.88984198E+00,2.72139924E-02,-5.18905525E-05,4.60841100E-08,-1.55025439E-11,-2.50345980E+04,8.51183208E+00,T,NASA (GLEN) DATABASE ORIGINATING FROM GURVICH 1982 .,No Additional Information Provided
KR,0.0,NaN,2.50000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,-7.45375000E+02,5.49095651E+00,2.50000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,-7.45375000E+02,5.49095651E+00,L,C.E. MOORE U.S. NAT. BUR. STAND. NSRDS-NBS 34/35 1970.,No Additional Information Provided
KR+,1356.954,NaN,2.36497979E+00,1.27777445E-04,3.61872531E-08,-1.73046684E-11,1.53456326E-15,1.62522530E+05,7.67137103E+00,2.49760846E+00,1.45839121E-05,-1.92982926E-08,-2.15798802E-11,4.18601780E-14,1.62457997E+05,6.88748457E+00,g,SUGAR & MUSGROVE JPCRD 20 (1991)  1213,REF=ATCT A
Mg,147.1,0.8 ,2.31664484E+00,3.65866339E-04,-2.33227803E-07,5.37117570E-11,-2.99513065E-15,1.70119233E+04,4.63449516E+00,2.50000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,1.69465876E+04,3.63433014E+00,J,JANAF,No Additional Information Provided
Mg+,891.047,NaN,2.50436286E+00,-9.52643105E-06,7.12820817E-09,-2.20778708E-12,2.43149667E-16,1.06420863E+05,4.30394336E+00,2.50000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,1.06422335E+05,4.32744346E+00,g,KAUFMAN & MARTIN JPCRD 20 (1991) 83,No Additional Information Provided
BrMg,-35.34,41.8 ,4.40998540E+00,1.60217360E-04,-4.15012230E-08,5.93703420E-12,-4.82315730E-17,-5.59619090E+03,4.22960309E+00,3.51072850E+00,4.45285100E-03,-8.01240750E-06,6.70669000E-09,-2.12327180E-12,-5.43682570E+03,8.43148999E+00,J,JANAF,No Additional Information Provided
Br2Mg,-302.92,10.5 ,7.32151000E+00,2.06437250E-04,-9.24892080E-08,1.82558380E-11,-1.32311700E-15,-3.86713040E+04,-5.67846591E+00,5.71391020E+00,7.73216170E-03,-1.38657930E-05,1.14779000E-08,-3.60578840E-12,-3.83794830E+04,1.86860229E+00,J,JANAF,No Additional Information Provided
ClMg,-43.51,42. ,4.37758330E+00,1.88341780E-04,-5.44885920E-08,9.94810310E-12,-6.69496110E-16,-6.58308260E+03,2.98938866E+00,3.38005340E+00,4.28133890E-03,-6.44573330E-06,4.44722910E-09,-1.14217270E-12,-6.38265600E+03,7.78898816E+00,J,JANAF,No Additional Information Provided
ClMg+,652.7,84. ,6.35123440E+00,-3.79671900E-03,2.47129450E-06,-5.08236530E-10,3.36726250E-14,7.64808790E+04,-8.29036227E+00,3.60122300E+00,3.47918590E-03,-5.13531430E-06,3.44463370E-09,-8.38482060E-13,7.73146880E+04,6.13385933E+00,J,JANAF,No Additional Information Provided
ClFMg,-569.02,21. ,6.57082252E+00,4.48876208E-04,-1.77994819E-07,3.06318205E-11,-1.91554544E-15,-7.05235977E+04,-5.83555414E+00,3.15704293E+00,1.64534790E-02,-3.01126869E-05,2.57974606E-08,-8.42487547E-12,-6.98910040E+04,1.02255402E+01,J,JANAF,No Additional Information Provided
Cl2Mg,-392.46,2.1 ,7.24019130E+00,2.88562390E-04,-1.24011870E-07,2.35271010E-11,-1.64432050E-15,-4.94423260E+04,-8.18090146E+00,5.40955290E+00,7.72062810E-03,-1.16200940E-05,7.94178890E-09,-2.02525020E-12,-4.90705370E+04,6.47158084E-01,J,JANAF,No Additional Information Provided
FMg,-236.81,8.4 ,4.19221190E+00,4.03626440E-04,-1.50976310E-07,2.81692210E-11,-1.82758920E-15,-2.98137100E+04,2.43696211E+00,2.65707520E+00,6.68261350E-03,-1.03311560E-05,7.68717660E-09,-2.22450570E-12,-2.94948900E+04,9.85508041E+00,J,JANAF,No Additional Information Provided
FMg+,512.29,46. ,4.36810570E+00,4.11759660E-03,-2.93947970E-06,7.27118430E-10,-5.98448020E-14,5.95360000E+04,-1.34577794E+00,3.43876540E+00,2.22526540E-03,-5.46212020E-06,1.40842760E-08,-8.07269060E-12,6.05156660E+04,5.77835456E+00,J,JANAF,No Additional Information Provided
F2Mg,-726.76,16.7 ,6.36420730E+00,7.26278270E-04,-3.22800460E-07,6.33636660E-11,-4.57384370E-15,-8.94644290E+04,-5.91513079E+00,3.34790580E+00,1.31152970E-02,-2.05416070E-05,1.53957840E-08,-4.49090410E-12,-8.88388740E+04,8.65190211E+00,J,JANAF,No Additional Information Provided
F2Mg+,592.0,20.9 ,6.89106730E+00,7.17812830E-04,-3.29411720E-07,6.58811280E-11,-4.58732280E-15,6.89931450E+04,-8.71301395E+00,3.52128840E+00,1.52695560E-02,-2.51800890E-05,1.96354990E-08,-5.90549190E-12,6.96583880E+04,7.39020945E+00,J,JANAF,No Additional Information Provided
HMg,169.03,NaN,3.46385910E+00,1.24040550E-03,-5.02782100E-07,9.81188340E-11,-6.61830680E-15,1.91763100E+04,2.99775186E+00,3.51023970E+00,-1.23683520E-03,6.42469980E-06,-6.60548460E-09,2.20036250E-12,1.92938930E+04,3.37365416E+00,J,JANAF,No Additional Information Provided
IMg,24.61,41.8 ,4.41245599E+00,1.78910914E-04,-5.22986679E-08,9.68713486E-12,-4.67113786E-16,1.62581907E+03,5.16451018E+00,3.39596606E+00,6.11494866E-03,-1.31544146E-05,1.27259311E-08,-4.53414297E-12,1.76933628E+03,9.69586508E+00,J,JANAF,No Additional Information Provided
I2Mg,-160.25,10.5 ,7.37111620E+00,1.49419540E-04,-6.70677380E-08,1.32575590E-11,-9.62005020E-16,-2.15119230E+04,-3.93845663E+00,6.10814260E+00,6.14621180E-03,-1.11665270E-05,9.32665250E-09,-2.94871660E-12,-2.12863230E+04,1.97126687E+00,J,JANAF,No Additional Information Provided
MgN,288.7,25.1 ,4.22144170E+00,3.64892400E-04,-1.29957300E-07,2.44189400E-11,-1.69177590E-15,3.33829310E+04,2.73205196E+00,2.88945490E+00,5.17571750E-03,-6.58490160E-06,3.72189330E-09,-7.23059640E-13,3.36810580E+04,9.29758946E+00,J,JANAF,No Additional Information Provided
MgO,58.16,25.1 ,7.94944280E+00,-1.26407550E-03,-2.40097300E-07,1.62732770E-10,-1.76119090E-14,3.49443840E+03,-2.18011730E+01,5.33534970E+00,-1.33391340E-02,3.56675260E-05,-2.60574710E-08,4.98411960E-12,5.73155730E+03,-2.13277681E+00,J,JANAF,No Additional Information Provided
HMgO,-164.76,37.7 ,5.26714240E+00,1.67827200E-03,-5.43091730E-07,8.25633490E-11,-4.71335130E-15,-2.15093360E+04,-3.39516556E+00,1.76243570E+00,1.91670050E-02,-3.32193180E-05,2.71589780E-08,-8.38892750E-12,-2.09491820E+04,1.27344525E+01,J,JANAF,No Additional Information Provided
HMgO+,584.42,62.8 ,5.28244790E+00,1.66404370E-03,-5.40166510E-07,8.34678240E-11,-5.00361680E-15,6.85958160E+04,-4.15038863E+00,1.78314210E+00,1.92285270E-02,-3.35031430E-05,2.74913640E-08,-8.51510070E-12,6.91505840E+04,1.19305236E+01,J,JANAF,No Additional Information Provided
H2MgO2,-572.37,33.5 ,8.51783840E+00,3.37913800E-03,-1.10220330E-06,1.71111790E-10,-1.03022860E-14,-7.16267310E+04,-1.76294649E+01,1.54947500E+00,3.82704800E-02,-6.65093280E-05,5.45362940E-08,-1.68913380E-11,-7.05167540E+04,1.44170361E+01,J,JANAF,No Additional Information Provided
MgS,-145.23,66.9 ,1.03585650E+01,-5.53070850E-03,2.09511990E-06,-3.52248380E-10,2.22827360E-14,1.33293460E+04,-3.31905223E+01,7.80892150E+00,-3.24935950E-02,9.25172570E-05,-9.09652030E-08,2.97256310E-11,1.59322900E+04,-1.10479053E+01,J,JANAF,No Additional Information Provided
Mg2,287.63,0.8 ,1.55499308E+00,3.13771932E-03,-3.15497401E-06,1.11815199E-09,-1.08539001E-13,3.41094885E+04,1.94547704E+01,5.66548917E+00,-1.81207983E-02,4.05706233E-05,-4.00720091E-08,1.45040463E-11,3.34280753E+04,5.33095711E-01,J,JANAF,No Additional Information Provided
F4Mg2,-1718.37,37.7 ,1.46720160E+01,1.52993180E-03,-6.83471170E-07,1.34604690E-10,-9.73833980E-15,-2.11437660E+05,-4.42782440E+01,4.22990530E+00,4.92908490E-02,-8.64496720E-05,7.04593710E-08,-2.18871100E-11,-2.09492990E+05,5.00323615E+00,J,JANAF,No Additional Information Provided
MoO2,-8.314,NaN,4.14494627E+00,7.05834738E-04,-5.16986528E-07,1.86466769E-10,-2.22683845E-14,-2.29247521E+03,6.46991922E+00,2.90286012E+00,6.65546290E-03,-1.14989921E-05,9.33240931E-09,-2.89374741E-12,-2.07672445E+03,1.22605433E+01,B,NaN,No Additional Information Provided
N,472.459,0.04 ,0.24159429E+01,0.17489065E-03,-0.11902369E-06,0.30226244E-10,-0.20360983E-14,0.56133775E+05,0.46496095E+01,0.25000000E+01,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.00000000E+00,0.56104638E+05,0.41939088E+01,L,"C.E. MOORE ""SELECTED TABLES OF ATOMIC SPECTRA"" NSRDS-NBS SEC 5 1975 P. A7 I.  CODATA KEY VALUES 1989 P.22.",REF=ATCT A
FN,NaN,NaN,4.06042292E+00,3.50654850E-04,-6.95721815E-08,1.45925454E-11,-1.56372401E-15,2.66711982E+04,2.08774805E+00,3.59927999E+00,-2.18190788E-03,1.14106853E-05,-1.40068494E-08,5.53332638E-12,2.69702525E+04,5.35573603E+00,RUS,GURVICH 1989 .+/-3 KJ .,No Additional Information Provided
F2N,NaN,NaN,0.58364792E+01,0.12115300E-02,-0.46827522E-06,0.79997253E-10,-0.49773112E-14,0.21075383E+04,-0.41367038E+01,0.30383609E+01,0.66254958E-02,0.16160965E-05,-0.98870122E-08,0.52618129E-11,0.29422774E+04,0.10741500E+02,L,GURVICH 1989,No Additional Information Provided
F3N,-131.7,1. ,0.80969263E+01,0.22248772E-02,-0.73845724E-06,0.13242062E-09,-0.82140433E-14,-0.18767390E+05,-0.16378386E+02,0.13184910E+01,0.23460985E-01,-0.23520025E-04,0.82591366E-08,0.18896563E-12,-0.17084267E+05,0.17841863E+02,L,GURVICH 89,No Additional Information Provided
HN,357.0,1. ,2.78372644E+00,1.32985888E-03,-4.24785573E-07,7.83494442E-11,-5.50451310E-15,4.23461945E+04,5.74084863E+00,3.49295037E+00,3.11795720E-04,-1.48906628E-06,2.48167402E-09,-1.03570916E-12,4.21059722E+04,1.84834973E+00,ATcT,TSIV 78 (ERROR FOUND IN H-H0 OF GURVICH 1989).  ATCT A,REF=ANDERSON J.PHYS. CHEM. 93 (1989); 530
HN+,NaN,NaN,2.95918980E+00,1.34991719E-03,-4.61487782E-07,8.26977666E-11,-5.55758913E-15,1.99524505E+05,5.59978021E+00,4.61611136E+00,-3.13435677E-03,2.91705130E-06,2.57384848E-10,-7.31431347E-13,1.99085043E+05,-2.92758460E+00,L,GURVICH 1989,No Additional Information Provided
FHN,112.0,15 ,0.38957856E+01,0.26972954E-02,-0.96413416E-06,0.15656481E-09,-0.93275479E-14,0.12097631E+05,0.45781245E+01,0.41481642E+01,-0.33379936E-02,0.17632209E-04,-0.20570502E-07,0.79043064E-11,0.12263155E+05,0.45024858E+01,RUS,GURVICH 1989,No Additional Information Provided
F2HN,-103.0,NaN,0.56498758E+01,0.39393919E-02,-0.14331458E-05,0.23343765E-09,-0.14065134E-13,-0.14562287E+05,-0.36451783E+01,0.33212629E+01,0.35048001E-02,0.16269284E-04,-0.25711192E-07,0.10991340E-10,-0.13632111E+05,0.99205457E+01,RUS,GURVICH 1989,No Additional Information Provided
H2N,186.2,1.0 ,2.59263049E+00,3.47683597E-03,-1.08271624E-06,1.49342558E-10,-5.75241187E-15,2.15738340E+04,7.90565351E+00,4.19198016E+00,-2.04602827E-03,6.67756134E-06,-5.24907235E-09,1.55589948E-12,2.11864310E+04,-9.04785244E-02,IU,THE POLYNOMIALS WERE CALCULATED FROM THE ORIGINAL TABLES OF MARTIN ET AL JCP 97 (1992) 3530  RUSCIC ET AL JPCRD 2003 IUPAC,REF=ATCT A
FH2N,-75.0,NaN,0.34379333E+01,0.56345867E-02,-0.19763269E-05,0.31384602E-09,-0.18569992E-13,-0.10454484E+05,0.60423912E+01,0.44307579E+01,-0.70044845E-02,0.32429410E-04,-0.35524163E-07,0.13059948E-10,-0.10252553E+05,0.32967779E+01,RUS,GURVICH 1989 .,No Additional Information Provided
H3N,-45.94,0.35 ,2.09566674E+00,6.14750045E-03,-2.00328925E-06,3.01334626E-10,-1.71227204E-14,-6.30945436E+03,9.59574081E+00,4.46075151E+00,-5.68781763E-03,2.11411484E-05,-2.02849980E-08,6.89500555E-12,-6.70753514E+03,-1.34450793E+00,T,BURCAT G3B3,REF=ATCT A ; REF=GURVICH 89
H3NO,-50.0,10 ,0.38808544E+01,0.81574618E-02,-0.28263348E-05,0.43796511E-09,-0.25274751E-13,-0.75876998E+04,0.37931250E+01,0.32101336E+01,0.61970334E-02,0.11058271E-04,-0.19665010E-07,0.88242437E-11,-0.73091267E+04,0.79330377E+01,RUS,GURVICH 89  ATCT A,REF=GURVICH
H4N+,644.9,NaN,0.13156479E+01,0.96493541E-02,-0.32905419E-05,0.51205492E-09,-0.29850594E-13,0.76727757E+05,0.12093408E+02,0.50221425E+01,-0.11710230E-01,0.39760767E-04,-0.36942723E-07,0.12026708E-10,0.76303001E+05,-0.42054342E+01,RUS,TSIV,No Additional Information Provided
NO,91.097,0.085 ,3.26071234E+00,1.19101135E-03,-4.29122646E-07,6.94481463E-11,-4.03295681E-15,9.92143132E+03,6.36900518E+00,4.21859896E+00,-4.63988124E-03,1.10443049E-05,-9.34055507E-09,2.80554874E-12,9.84509964E+03,2.28061001E+00,RUS,GURVICH 1989,REF=ATCT A
NO+,NaN,NaN,2.94587702E+00,1.40325260E-03,-4.95503196E-07,7.95948973E-11,-4.72076668E-15,1.18244340E+05,6.70644634E+00,3.69301231E+00,-1.34229158E-03,2.67343395E-06,-1.02609308E-09,-6.95610492E-14,1.18103055E+05,3.09126691E+00,RUS,GURVICH 1989,No Additional Information Provided
ClNO,52.524,0.09 ,0.61799190E+01,0.28500775E-03,0.17276529E-06,-0.30166754E-10,0.90192767E-15,0.56327606E+04,-0.43234813E+01,0.32325533E+01,0.11886435E-01,-0.21070873E-04,0.19552938E-07,-0.69926270E-11,0.63635546E+04,0.10277271E+02,L,GURVICH 1989  ATCT A,NaN
FNO,-65.0,2.0 ,0.52530781E+01,0.19000792E-02,-0.75667187E-06,0.15514137E-09,-0.10897571E-13,-0.96262527E+04,-0.98536249E+00,0.28886971E+01,0.10359580E-01,-0.13880734E-04,0.10416535E-07,-0.32433490E-11,-0.90357928E+04,0.10837381E+02,L,GURVICH 1989 .,No Additional Information Provided
F3NO,-187.0,7 ,0.10122162E+02,0.29210198E-02,-0.11381315E-05,0.19369199E-09,-0.12021234E-13,-0.26123657E+05,-0.26256953E+02,-0.15692449E+00,0.44229130E-01,-0.68789152E-04,0.52715545E-07,-0.15911878E-10,-0.23898778E+05,0.23733541E+02,RUS,GURVICH 1989,No Additional Information Provided
NO2,34.025,0.085  ,0.48847540E+01,0.21723955E-02,-0.82806909E-06,0.15747510E-09,-0.10510895E-13,0.23164982E+04,-0.11741695E+00,0.39440312E+01,-0.15854290E-02,0.16657812E-04,-0.20475426E-07,0.78350564E-11,0.28966180E+04,0.63119919E+01,L,GURVICH 1989.,REF=ATCT A
NO2-,-200.035,NaN,0.50533023E+01,0.20755476E-02,-0.87000155E-06,0.16107454E-09,-0.10344873E-13,-0.25904369E+05,-0.15407134E+01,0.30978573E+01,0.37047376E-02,0.59296511E-05,-0.10949983E-07,0.46273153E-11,-0.25179837E+05,0.94822771E+01,RUS,GURVICH 1989.,No Additional Information Provided
ClNO2,12.5,1 ,0.73973930E+01,0.26288293E-02,-0.10108361E-05,0.17126196E-09,-0.10596506E-13,-0.11593163E+04,-0.10963487E+02,0.23950579E+01,0.19208111E-01,-0.23484888E-04,0.15177254E-07,-0.41194825E-11,0.11500810E+03,0.14274389E+02,L,GURVICH 1989,No Additional Information Provided
FNO2,-109.0,20 ,0.70399495E+01,0.29695800E-02,-0.11442077E-05,0.19364501E-09,-0.11972566E-13,-0.15731594E+05,-0.10688099E+02,0.18781432E+01,0.17625040E-01,-0.15399750E-04,0.47606145E-08,0.18294737E-12,-0.14326397E+05,0.15869654E+02,L,GURVICH 89 .,No Additional Information Provided
NO3,71.13,NaN,7.48347734E+00,2.57772041E-03,-1.00945831E-06,1.72314072E-10,-1.07154015E-14,5.70919428E+03,-1.41618155E+01,2.17359310E+00,1.04902697E-02,1.10472650E-05,-2.81561854E-08,1.36583958E-11,7.39219877E+03,1.46022098E+01,J,ATCT A,REF=JANAF
NO3-,NaN,NaN,6.88404739E+00,3.16062982E-03,-1.23048782E-06,2.09257989E-10,-1.29795471E-14,-4.00548152E+04,-1.17087097E+01,1.21258521E+00,1.71545193E-02,-1.05270457E-05,-1.16074097E-09,2.33114998E-12,-3.84077713E+04,1.79933865E+01,RUS,GURVICH 1989,No Additional Information Provided
FNO3,15.0,NaN,0.98118818E+01,0.35639389E-02,-0.15419861E-05,0.27634191E-09,-0.17658973E-13,-0.18356434E+04,-0.22945174E+02,0.23251747E+01,0.26601706E-01,-0.29142030E-04,0.15590927E-07,-0.32832597E-11,0.15666889E+03,0.15244961E+02,RUS,GURVICH 1989,No Additional Information Provided
N2,0.0,NaN,2.95257637E+00,1.39690040E-03,-4.92631603E-07,7.86010195E-11,-4.60755204E-15,-9.23948688E+02,5.87188762E+00,3.53100528E+00,-1.23660988E-04,-5.02999433E-07,2.43530612E-09,-1.40881235E-12,-1.04697628E+03,2.96747038E+00,G,TSIV,No Additional Information Provided
F2N2,NaN,NaN,0.79266250E+01,0.21002389E-02,-0.81722252E-06,0.13894835E-09,-0.86178747E-14,0.47212571E+04,-0.14265182E+02,0.26944269E+01,0.19996317E-01,-0.25239401E-04,0.15967248E-07,-0.40786186E-11,0.60030677E+04,0.11933973E+02,RUS,GURVICH 89 .,No Additional Information Provided
F4N2,-22.0,10. ,0.13251312E+02,0.28400333E-02,-0.11179520E-05,0.19147494E-09,-0.11934318E-13,-0.73226616E+04,-0.39550630E+02,0.13352845E+01,0.47397540E-01,-0.66795981E-04,0.45073083E-07,-0.11856992E-10,-0.46441011E+04,0.19044610E+02,RUS,GURVICH 1989,No Additional Information Provided
HN2,NaN,NaN,0.37667545E+01,0.28915081E-02,-0.10416620E-05,0.16842594E-09,-0.10091896E-13,0.28650697E+05,0.44705068E+01,0.43446927E+01,-0.48497072E-02,0.20059459E-04,-0.21726464E-07,0.79469538E-11,0.28791973E+05,0.29779411E+01,T,C.MELIUS BAC/MP4 CALCULATIONS  PRIVATE COMMUNICATION HF298,No Additional Information Provided
H2N2,71.13,NaN,0.13111509E+01,0.90018727E-02,-0.31491187E-05,0.48144969E-09,-0.27189798E-13,0.24786417E+05,0.16409109E+02,0.49106602E+01,-0.10779187E-01,0.38651644E-04,-0.38650163E-07,0.13485210E-10,0.24224273E+05,0.91027970E-01,L,GURVICH 1989.,NaN
H2N2O2,-3.0,NaN,7.38890844E+00,7.65188287E-03,-2.75087184E-06,4.44623197E-10,-2.66488354E-14,-6.21766970E+03,-1.32736914E+01,2.17310160E+00,1.43162238E-02,1.09031816E-05,-2.76714916E-08,1.29868784E-11,-4.45906123E+03,1.53831146E+01,tpis,GURVICH 1989  DOROFEEVA & TOLMACH. THERMOCHIM. ACTA 240 (1994) 47-66,No Additional Information Provided
H3N2,220.58,1.34 ,4.04483566E+00,7.31130186E-03,-2.47625799E-06,3.83733021E-10,-2.23107573E-14,2.48098603E+04,2.88423392E+00,3.42125505E+00,1.34901590E-03,2.23459071E-05,-2.99727732E-08,1.20978970E-11,2.53056139E+04,7.83176309E+00,A,ATCT A  BURCAT G3B3 CALC.  RUSCIC BERKOWITZ JCP 95 (1991)  4378,No Additional Information Provided
H4N2,95.417,0.18 ,4.93957357E+00,8.75017187E-03,-2.99399058E-06,4.67278418E-10,-2.73068599E-14,9.28265548E+03,-2.69439772E+00,3.83472149E+00,-6.49129555E-04,3.76848463E-05,-5.00709182E-08,2.03362064E-11,1.00893925E+04,5.75272030E+00,L,GURVICH 1989.,REF=ATCT A
N2O,81.6,NaN,0.48230729E+01,0.26270251E-02,-0.95850872E-06,0.16000712E-09,-0.97752302E-14,0.80734047E+04,-0.22017208E+01,0.22571502E+01,0.11304728E-01,-0.13671319E-04,0.96819803E-08,-0.29307182E-11,0.87417746E+04,0.10757992E+02,L,GURVICH 1989.,REF=ATCT A
N2O+,NaN,NaN,0.55285660E+01,0.19596138E-02,-0.75377712E-06,0.12704886E-09,-0.78022397E-14,0.15842390E+06,-0.44187923E+01,0.32869103E+01,0.74022215E-02,-0.48666444E-05,0.73292750E-09,0.29823434E-12,0.15910253E+06,0.74013737E+01,J,JANAF,No Additional Information Provided
N2O3,86.09,0.18 ,9.08583845E+00,3.37756330E-03,-1.31583890E-06,2.30762329E-10,-1.47151267E-14,7.27160146E+03,-1.55361904E+01,5.81083964E+00,1.43330962E-02,-1.96208597E-05,1.73060735E-08,-6.46553954E-12,8.19184453E+03,1.20461321E+00,L,GURVICH 1989.,REF=ATCT A
N2O4,10.785,0.17 ,1.15752899E+01,4.01616086E-03,-1.57178323E-06,2.68274309E-10,-1.66922019E-14,-2.92191226E+03,-3.19488439E+01,3.02002308E+00,2.95904321E-02,-3.01342458E-05,1.42360407E-08,-2.44100049E-12,-6.40040162E+02,1.18059606E+01,RUS,GURVICH 1989.,REF=ATCT A
N2O5,13.3,NaN,1.31108082E+01,4.87435791E-03,-1.87548389E-06,3.16374121E-10,-1.95926845E-14,-3.11634700E+03,-3.46877692E+01,3.68767444E+00,3.92120798E-02,-5.53770029E-05,4.20097833E-08,-1.31260710E-11,-8.30291184E+02,1.21967866E+01,L,GURVICH 1989.,REF=ATCT A
N3,436.0,15. ,4.64110774E+00,2.76960647E-03,-1.04917579E-06,1.75340743E-10,-1.07482727E-14,5.28079884E+04,-9.40233115E-01,2.86063087E+00,4.24883043E-03,5.14574004E-06,-1.01478684E-08,4.41879795E-12,5.34787743E+04,9.11586663E+00,ATcT,GURVICH 1989  ATCT A,REF=GURVICH 1989.
HN3,261.59,0.77 ,5.14700198E+00,4.30561405E-03,-1.52704650E-06,2.46295940E-10,-1.47144292E-14,3.31533377E+04,-2.25528569E+00,2.88510835E+00,9.44343949E-03,-3.87921021E-06,-1.89401832E-09,1.60183173E-12,3.38421425E+04,9.71687992E+00,ATcT,GURVICH 89  ATCT A  ATCT A .,REF= GURVICH 1989
Ne,0.0,NaN,0.25000000E 01,0.00000000E 00,0.00000000E 00,0.00000000E 00,0.00000000E 00,-0.74537500E 03,0.33553227E 01,0.25000000E 01,0.00000000E 00,0.00000000E 00,0.00000000E 00,0.00000000E 00,-0.74537498E 03,0.33553227E 01,L,"MCBRIDE  HEIMEL  EHLERS & GORDON ""THERMODYNAMIC PROPER- TIES TO 6000 K..."" NASA SP-3001 1963.",No Additional Information Provided
Ne+,2086.966,0.00132 ,2.89659836E+00,-3.51984734E-04,1.26030599E-07,-2.02696042E-11,1.20889482E-15,2.50144008E+05,2.60525287E+00,1.94150245E+00,4.40493934E-03,-8.59235286E-06,7.02349108E-09,-2.12599650E-12,2.50291271E+05,6.98897045E+00,g,C.E. MOORE U.S. NAT. BUR. STAND. NSRDS-NBS 34 1970,REF=ATCT A
O,249.175,0.1 ,2.54363697E+00,-2.73162486E-05,-4.19029520E-09,4.95481845E-12,-4.79553694E-16,2.92260120E+04,4.92229457E+00,3.16826710E+00,-3.27931884E-03,6.64306396E-06,-6.12806624E-09,2.11265971E-12,2.91222592E+04,2.05193346E+00,L,"C.E. MOORE ""SELECTED TABLES OF ATOMIC SPECTRA"" NSRDS-NBS SEC 7 1976 P. A8 I",REF=ATCT A
O-,NaN,NaN,2.54474868E+00,-4.66695419E-05,1.84912310E-08,-3.18159131E-12,1.98962894E-16,1.14822713E+04,4.52131018E+00,2.90805921E+00,-1.69804907E-03,2.98069956E-06,-2.43835127E-09,7.61229313E-13,1.14138341E+04,2.80339097E+00,RUS,GURVICH 89,No Additional Information Provided
O2,0.0,NaN,3.66096083E+00,6.56365523E-04,-1.41149485E-07,2.05797658E-11,-1.29913248E-15,-1.21597725E+03,3.41536184E+00,3.78245636E+00,-2.99673415E-03,9.84730200E-06,-9.68129508E-09,3.24372836E-12,-1.06394356E+03,3.65767573E+00,RUS,GURVICH 1989.,No Additional Information Provided
O2+,NaN,NaN,3.31675922E+00,1.11522244E-03,-3.83492556E-07,5.72784687E-11,-2.77648381E-15,1.39876823E+05,5.44726469E+00,4.61017167E+00,-6.35951952E-03,1.42425624E-05,-1.20997923E-08,3.70956878E-12,1.39742229E+05,-2.01326941E-01,RUS,GURVICH 1989.,No Additional Information Provided
O2-,NaN,NaN,3.95666294E+00,5.98141823E-04,-2.12133905E-07,3.63267581E-11,-2.24989228E-15,-7.06287229E+03,2.27871017E+00,3.66442522E+00,-9.28741138E-04,6.45477082E-06,-7.74703380E-09,2.93332662E-12,-6.87076983E+03,4.35140681E+00,L,GURVICH 1989.,No Additional Information Provided
O3,141.733,0.039 ,1.23302914E+01,-1.19324783E-02,7.98741278E-06,-1.77194552E-09,1.26075824E-13,1.26755831E+04,-4.08823374E+01,3.40738221E+00,2.05379063E-03,1.38486052E-05,-2.23311542E-08,9.76073226E-12,1.58644979E+04,8.28247580E+00,L,GURVICH 1989.,REF=ATCT A
P,-316.39,1.0 ,2.80721555E+00,-5.30841988E-04,2.44543046E-07,-2.05708252E-11,-2.94546619E-16,3.71892748E+04,3.67764723E+00,2.50004278E+00,-4.38968637E-07,1.58131741E-09,-2.33900457E-12,1.20510940E-15,3.73073754E+04,5.38414719E+00,J,JANAF,No Additional Information Provided
Cl3P,-288.7,5.4 ,9.45661160E+00,6.02784010E-04,-2.58468780E-07,4.89042800E-11,-3.40832850E-15,-3.77045574E+04,-1.69296498E+01,5.25905370E+00,1.78805660E-02,-2.73175850E-05,1.88982400E-08,-4.87384960E-12,-3.68644304E+04,3.25232968E+00,J,JANAF,No Additional Information Provided
